"metadata.name","metadata.description","metadata.datatype","metadata.arraysize","metadata.ucd","metadata.unit","data.1","data.2","data.3","data.4"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 32549","150.057504","2.307086","9.691"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[ACW2023] 10619","3.594996","-30.400738","9.69"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"JADES-GS+053.16735-27.80750","53.16735","-27.8075","9.69"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 30463","150.118636","2.231381","9.689"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 31719","150.171148","2.277164","9.689"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS 18813","34.2419662","-5.130249","9.6868"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 21681","150.165154","2.442646","9.684"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 30562","150.192384","2.234739","9.684"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE UDS 20762","34.2480431","-5.1197033","9.6819"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 32420","150.165175","2.303047","9.681"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 37614","150.201812","2.507353","9.681"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 31191","150.096523","2.258451","9.68"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[DMD2023] SMACS-22480","110.690875","-73.4629444444444","9.68"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[DMD2023] SMACS-15019","110.742791666667","-73.4721","9.68"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[DMD2023] SMACS-3398","110.647375","-73.4940666666667","9.68"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CANDELS EGS F160W J141948.6+525012.6","214.952293","52.836837","9.675"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J142023.4+525605.2","215.097544","52.934779","9.669"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 32874","150.183653","2.319417","9.665"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 33443","150.08506","2.341358","9.663"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CANDELS UDS F160W J021734.26-051535.6","34.3927844","-5.2599107","9.66"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 30308","150.05572","2.225738","9.658"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE CDFS 24458","53.1235123","-27.731123","9.6566"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS  8666","34.2044983","-5.2227278","9.6505"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 37931","150.163065","2.521424","9.65"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 2198","150.192023","2.206551","9.65"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744cl  20166","3.564963","-30.414541","9.649"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] M0416cl  20016","64.047531","-24.098482","9.649"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CANDELS EGS F160W J142028.2+530008.7","215.117666","53.002404","9.649"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 30988","150.164005","2.251664","9.649"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 30285","150.056098","2.224767","9.647"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS 20455","34.2542534","-5.0998235","9.6468"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE UDS 21262","34.3401299","-5.1027598","9.6441"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 33404","150.075005","2.339466","9.644"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS  9165","34.423008","-5.2194805","9.6432"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS 16159","34.3431435","-5.1568208","9.6429"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 33159","150.141694","2.330433","9.642"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 16694","150.153987","2.379155","9.64"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 34050","150.098344","2.362114","9.64"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 35445","150.150297","2.412156","9.64"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 30035","150.146873","2.21585","9.639"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 35514","150.126774","2.414576","9.638"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS  2937","34.2042732","-5.2797079","9.637"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 31632","150.166386","2.274059","9.636"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE UDS   895","34.3270874","-5.3045378","9.6345"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J141944.1+525640.7","214.93374","52.944643","9.633"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 30912","150.133469","2.247987","9.629"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS 20745","34.3403053","-5.1027493","9.6279"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 31286","150.058104","2.262098","9.626"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 29182","150.092929","2.17909","9.623"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 33781","150.162328","2.352168","9.623"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 34583","150.092881","2.379876","9.622"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 3050","150.164807","2.215287","9.62"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 31122","150.187944","2.256368","9.62"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS  3346","34.2089462","-5.273962","9.6191"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS 20519","34.2098083","-5.1030769","9.618"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE UDS   765","34.2982483","-5.3047967","9.6157"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE UDS 16325","34.1976166","-5.1545591","9.614"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE COSMOS 18268","150.0314789","2.3969953","9.6135"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS 14051","34.2047234","-5.1744289","9.6135"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE UDS  1224","34.3095474","-5.3005996","9.613"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 31489","150.096098","2.269008","9.613"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 32124","150.081711","2.291425","9.613"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS  5093","34.2038918","-5.2552729","9.6112"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 34893","150.188019","2.390297","9.611"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE UDS 17490","34.2098351","-5.1444287","9.6108"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS 16948","34.2046318","-5.1484308","9.6106"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 33342","150.100093","2.337404","9.607"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE UDS  2398","34.4207802","-5.2856293","9.6051"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE UDS  2603","34.2263336","-5.2829418","9.6027"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS   785","34.2838173","-5.3047786","9.6021"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 8726","150.186981","2.284424","9.602"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 36296","150.126703","2.447993","9.601"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MMD2016] M0429-10-1","67.4074583333333","-2.90062777777778","9.6"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BOL2016] EGS910-2","215.184625","52.9817777777778","9.6"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[IKO2018] HFF4C-4024-4492","177.41769","22.41369","9.6"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 35520","150.185904","2.414845","9.599"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 35091","150.128018","2.398951","9.598"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS EGS F160W J141918.7+524807.3","214.827818","52.802027","9.595"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS  1162","34.3406944","-5.3013415","9.5931"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CANDELS EGS F160W J141949.4+525048.6","214.95604","52.846844","9.593"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl     61","64.035477","-24.09481","9.586"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 34607","150.188864","2.38054","9.585"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 30963","150.130099","2.250473","9.583"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"JADES-GN+189.12549+62.23826","189.125491","62.238263","9.58"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LBF2023] NGDEEP  4919","53.262137","-27.818774","9.58"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 34591","150.162041","2.380018","9.577"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS 18221","34.2346535","-5.1375341","9.5761"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744pf  2280","3.459566","-30.361265","9.576"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE UDS 18968","34.2338257","-5.1290088","9.5711"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 33340","150.111811","2.337275","9.571"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[DMD2023] SMACS-12682","110.662291666667","-73.4751111111111","9.57"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"JADES-GN+189.05971+62.24572","189.059714","62.245717","9.57"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","JADES-GN+189.07604+62.22072","189.076035","62.220716","9.57"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 30623","150.088734","2.236929","9.569"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"UNCOVER DR2 23089","3.56811437496","-30.38305247541","9.568"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 31050","150.059281","2.253934","9.566"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[ADF2023] CEERS MSA 80026","214.811852","52.73711","9.5635"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416cl  20132","64.034317","-24.093935","9.561"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] M0416cl    788","64.025848","-24.088606","9.5601"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 36389","150.095947","2.45163","9.557"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 30314","150.170802","2.225911","9.555"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 35486","150.093037","2.413348","9.555"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 33749","150.142805","2.351033","9.551"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl  20149","3.564706","-30.414406","9.55"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[FLB2024] CEERS-76575","215.015299","52.913706","9.55"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[ADF2023b] MSA ID   69","214.861583333333","52.9046083333333","9.55"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[ACW2023] 83338","3.454706","-30.316898","9.55"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE UDS 18687","34.2423401","-5.1298699","9.5415"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 33258","150.18009","2.333755","9.541"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS   780","34.4088402","-5.3064203","9.5397"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CANDELS EGS F160W J141850.9+524159.1","214.711905","52.699759","9.537"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 34395","150.077331","2.373815","9.534"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE UDS 18933","34.242981","-5.1291499","9.5306"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LBF2023] NGDEEP  8461","53.235797","-27.834499","9.53"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CANDELS EGS F160W J141938.1+524843.3","214.908857","52.812025","9.521"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl   2489","3.60378","-30.37878","9.52"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 34469","150.169743","2.376086","9.52"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[FLB2024] CEERS-100239","214.800532","52.7255","9.52"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LBF2023] NGDEEP 13406","53.240619","-27.862122","9.52"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[ACF2023] 2779","110.646083333333","-73.4758333333333","9.51"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl   2543","64.030457","-24.068747","9.509"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 30758","150.203972","2.242094","9.503"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BOL2016] UDS910-8","34.35675","-5.16077777777778","9.5"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CANDELS EGS F160W J141939.3+525335.0","214.913669","52.893055","9.5"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS UDS F160W J021749.18-051516.6","34.4549583333333","-5.25463888888889","9.5"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] GNWJ-0408242996","189.017041666667","62.2415555555556","9.5"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BSB2023] XDFY-2426447051","53.17771","-27.78469","9.5"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[EMD2013] UDF12-4106-7304","53.1710833333333","-27.7917777777778","9.5"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 35737","150.16771","2.422124","9.498"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS EGS F160W J142015.6+530021.4","215.065049","53.005953","9.492"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 29873","150.087973","2.209924","9.489"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 37139","150.199585","2.486946","9.489"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 32925","150.182179","2.321647","9.482"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 35298","150.127063","2.407852","9.48"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 35084","150.197711","2.398535","9.478"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 32558","150.203433","2.307365","9.476"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl    770","64.027039","-24.090322","9.47505"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 32734","150.184819","2.313583","9.474"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 30530","150.160825","2.23349","9.471"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"sBoRG 1525+1000   719","231.1971","9.997","9.47"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[DMD2023] SMACS-5071","110.736916666667","-73.4898611111111","9.47"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[DMD2023] SMACS-43866","110.856666666667","-73.4367861111111","9.47"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[DMD2023] SMACS-14391","110.698875","-73.4745333333333","9.47"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE COSMOS 18974","150.0335541","2.3917401","9.466"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J142008.2+525543.1","215.034126","52.928643","9.466"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS EGS F160W J141846.3+524337.1","214.69274","52.726961","9.463"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 33087","150.116288","2.327821","9.462"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] M0416pf 22690","64.121681","-24.104361","9.4615"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[AAC2023] NGD-z10c","53.27689","-27.8506","9.46"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS 18263","34.2419052","-5.1370826","9.4598"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 34894","150.200895","2.390332","9.459"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[CCG2019] NGP6.01","200.81323","33.38511","9.45"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl    800","64.033707","-24.093468","9.44505"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","JADES-GS NS 10058975","53.112375","-27.7745277777778","9.44"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[FLB2024] CEERS-26109","214.809675","52.858695","9.43"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LBF2023] NGDEEP  8894","53.241008","-27.828822","9.43"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 20873","150.139367","2.432005","9.426"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744pf   548","3.47316","-30.391792","9.425"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CANDELS EGS F160W J142027.6+525622.3","215.115012","52.93952","9.425"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 30706","150.057285","2.24005","9.41"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J141927.5+524949.6","214.86467","52.830443","9.41"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[ACW2023] 17987","3.641572","-30.382825","9.41"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE CDFS 23771","53.126297","-27.7367229","9.409"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CANDELS EGS F160W J141829.8+524410.4","214.62423","52.736222","9.402"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BOL2016] UDS910-3","34.46825","-5.25175","9.4"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 32355","150.180106","2.300246","9.4"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[ACW2023] 3148","3.646481","-30.421615","9.4"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[AAC2023] NGD-z9b","53.26099","-27.8199","9.4"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","GRB 090429B","210.667083333333","32.1707222222222","9.4"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 30263","150.122223","2.224055","9.399"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 38457","150.101922","2.545076","9.399"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl  20304","3.607029","-30.412548","9.3981"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl  20684","64.012505","-24.084089","9.3924"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS  9899","34.2082214","-5.2125335","9.3899"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 36335","150.125918","2.449661","9.383"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 38465","150.149408","2.547975","9.377"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 30041","150.140613","2.216054","9.374"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS   900","34.2324638","-5.3045292","9.3729"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 31737","150.13924","2.277673","9.372"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[FLB2024] CEERS-91724","214.902804","52.794311","9.37"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 32794","150.055172","2.315959","9.366"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[DMD2023] SMACS-38697","110.866","-73.4388638888889","9.36"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[IZL2015] 1859","4.043114","-24.057899","9.354"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IZL2015] 3687","64.156128","-24.111143","9.354"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BCM2019b] 1524","64.149875","-24.11335","9.354"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 31915","150.20123","2.284249","9.353"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS   380","34.2086334","-5.3103313","9.3479"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 30031","150.140472","2.215673","9.347"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 31841","150.161832","2.281723","9.346"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 37431","150.176889","2.501001","9.341"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   716","338.269625","-60.536","9.34"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003]   814","338.258791666667","-60.5403055555555","9.34"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   281","338.276208333333","-60.5599722222222","9.34"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[FLB2024] CEERS-99689","214.802248","52.730517","9.34"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 29830","150.127837","2.208646","9.333"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CANDELS EGS F160W J141911.9+524733.0","214.799674","52.792503","9.331"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[CFT2022] GHZ3","3.5289375","-30.3638111111111","9.33"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744cl    657","3.585018","-30.406218","9.3288"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 36285","150.1994","2.447718","9.328"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 35002","150.079885","2.394763","9.321"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J142006.3+525342.5","215.026161","52.895145","9.32"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[ACW2023] 1870","3.64801","-30.426616","9.32"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LBF2023] NGDEEP 17672","53.249058","-27.815575","9.32"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 36292","150.125385","2.447931","9.319"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 34691","150.125207","2.383165","9.319"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[CFT2023] DHZ1","3.617193","-30.4255352","9.3127"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[ASF2023] SMACS z10d","110.694566666667","-73.4780272222222","9.31"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CANDELS EGS F160W J142103.8+530213.7","215.265885","53.037126","9.306"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE CDFS 11086","53.079422","-27.8387547","9.3059"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 31751","150.125482","2.278081","9.302"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BOL2016] COS910-4","150.064666666667","2.28375","9.3"
