"metadata.name","metadata.description","metadata.datatype","metadata.arraysize","metadata.ucd","metadata.unit","data.1","data.2","data.3","data.4"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BOL2016] COS910-2","150.062125","2.203","9.3"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[OBI2014] GS-z9-1","53.1335416666667","-27.8449166666667","9.3"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[IKO2015] HFF1P-YJ1","3.488875","-30.3961777777778","9.3"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[IKO2018] HFF4P-3994-7367","177.41644","22.29354","9.3"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[SLB2017] UVISTA-Y-3c","150.134791666667","1.74214722222222","9.29"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   659","338.243708333333","-60.5329722222222","9.28"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS  1249","34.2519035","-5.3005557","9.2749"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[HOO2023] GL-z9-9","3.51545833333333","-30.351","9.27"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 30051","150.162982","2.216618","9.27"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J142009.9+525812.0","215.041192","52.970005","9.264"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS  2731","34.1973228","-5.2785287","9.263"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 32936","150.165505","2.322182","9.262"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 14144","150.125835","2.349308","9.261"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J141859.9+524601.8","214.749499","52.767179","9.261"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 34574","150.163447","2.379479","9.26"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[DMD2023] SMACS-44085","110.861333333333","-73.4362611111111","9.26"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[FLB2024] CEERS-90326","214.889422","52.793006","9.25"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE UDS   902","34.23283","-5.3044753","9.249"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 35292","150.088576","2.407598","9.245"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 31603","150.087863","2.27305","9.243"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] M0416pf   209","64.127716","-24.129948","9.24"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416pf 20015","64.14875","-24.137159","9.23295"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 31738","150.125981","2.277708","9.23"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   602","338.257625","-60.5423333333333","9.22"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003] 10015","338.262875","-60.5427777777778","9.22"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[FLB2024] CEERS-45970","214.977355","52.926497","9.22"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 35693","150.147665","2.420494","9.218"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 32996","150.167735","2.324602","9.218"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl    150","3.566411","-30.414623","9.2165"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416pf  1664","64.151642","-24.108221","9.215"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE COSMOS 18422","150.0343933","2.3917065","9.2141"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BOL2016] COS910-10","150.100916666667","2.29902777777778","9.2"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003]   547","338.275625","-60.5433055555556","9.2"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J142024.9+530234.9","215.103666666667","53.0430555555556","9.2"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BBZ2014] MACSJ1115-JD1","168.977041666667","1.49664444444444","9.2"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[CFT2022] GHZ5","3.4944375","-30.3076194444444","9.2"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[OBI2014] GN-z9-1","189.217708333333","62.3117777777778","9.2"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LBF2023] NGDEEP  4740","53.257473","-27.817828","9.19"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFR2003]   532","338.275916666667","-60.5469166666667","9.18"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744pf 21298","3.493117","-30.385654","9.16405"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[CDD2000] HDFS J223305.61-603346.2","338.273375","-60.5628333333333","9.16"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[ADF2023] CEERS MSA   853","215.012541666667","53.0013722222222","9.16"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[DMD2023] CEERS-1434-2","214.858791666667","52.8812166666667","9.16"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[FLB2024] CEERS-88331","214.954423","52.852402","9.16"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LBF2023] NGDEEP  2497","53.248775","-27.80309","9.16"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 6250","150.199932","2.253766","9.15"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE COSMOS 19246","150.0456085","2.3917923","9.1412"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003] 10016","338.258958333333","-60.5421666666667","9.14"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003]   705","338.261","-60.5342222222222","9.14"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   183","338.179958333333","-60.5644166666667","9.14"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[FLB2024] CEERS-74442","214.95835","52.872526","9.13"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[ADF2023] CEERS MSA 80042","214.795552","52.767286","9.13"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LBF2023] NGDEEP  4330","53.264834","-27.816024","9.13"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LBF2023] NGDEEP 13782","53.244589","-27.863587","9.13"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS EGS F160W J142038.4+525748.0","215.159831","52.963324","9.127"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 35020","150.128137","2.395643","9.121"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003]   636","338.268583333333","-60.5316666666667","9.12"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[IKO2018] HFF4C-3358-4457","177.389933333333","22.4127166666667","9.1096"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 34421","150.125546","2.374689","9.101"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[RER2016] MACSJ2135-0763","323.784333333333","-1.04472222222222","9.1"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MMD2016] M1115-9-1","168.978541666667","1.49099444444444","9.1"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS UDS F160W J021803.22-051321.7","34.5134583333333","-5.22269444444444","9.1"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS UDS F160W J021714.61-051515.6","34.310875","-5.25436111111111","9.1"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CANDELS EGS F160W J142023.5+530130.3","215.097791666667","53.0251388888889","9.1"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[AAC2023] NGD-z9a","53.23226","-27.81636","9.1"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[FLB2024] CEERS-58138","214.876471","52.844055","9.1"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LBF2023] NGDEEP 13290","53.258417","-27.861651","9.1"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[IKO2018] HFF4C-3373-4483","177.39055","22.41341","9.1"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[WSE2024] EGS-89489","215.070166666667","52.9293","9.1"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 26250","150.085529","2.50963","9.096"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416pf 20010","64.148827","-24.13706","9.0901"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 34500","150.076363","2.376836","9.09"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003]   331","338.2805","-60.5474166666667","9.08"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   458","338.185166666667","-60.5536666666667","9.08"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFR2003]   166","338.181083333333","-60.5643611111111","9.08"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   709","338.254916666667","-60.5342777777778","9.08"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[HOO2023] GL-z9-8","3.50345833333333","-30.3582777777778","9.08"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[IKO2018] HFF2P-3736-6107","64.15567","-24.102993","9.075"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 32422","150.114785","2.303071","9.074"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[HOO2023] GL-z9-12","3.52854166666667","-30.3672222222222","9.07"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[FLB2024] CEERS-17898","214.873638","52.887711","9.07"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[FLB2024] CEERS-39128","214.746942","52.747625","9.07"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","REBELS-37","150.632541666667","2.52141666666667","9.07"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   742","338.248541666667","-60.5363055555556","9.06"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[CFT2022] GHZ6","3.47905416666667","-30.314925","9.05"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   169","338.1830452","-60.5649323","9.04"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFR2003]   311","338.278041666667","-60.55775","9.04"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   263","338.277458333333","-60.5602777777778","9.04"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 3075","150.125111","2.215538","9.027"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   606","338.258833333333","-60.5419444444444","9.02"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFR2003] 10020","338.265","-60.5411666666667","9.02"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   683","338.241291666667","-60.5343055555556","9.02"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"REBELS-24","150.132875","1.96394444444444","9.01"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[FLB2024] CEERS-64676","215.125148","52.986537","9.01"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[FLB2024] CEERS-1398","214.937205","52.965351","9.01"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[AAC2023] NGD-z8c","53.24889","-27.8237","9.01"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[ADF2023] CEERS MSA    21","214.888127","52.858987","9.01"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BCM2019b] 1957","64.15175","-24.1084472222222","9.002"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[HMC2008] JD J2325+1433","351.193833333333","14.5498333333333","9"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   211","338.277333333333","-60.5622222222222","9"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003]   632","338.258333333333","-60.5348611111111","9"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   585","338.191233333333","-60.5276708333333","9"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFR2003]   568","338.1898768","-60.5316832","9"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]    19","338.275","-60.5639444444444","9"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[ZZI2017] 2591","177.40555","22.29315","9"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MMD2016] A383-9-1","42.0135416666667","-3.546","9"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","H-ATLAS J222447.9-310226","336.19995","-31.04063","9"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"H-ATLAS J223007.7-321002","337.53217","-32.16744","9"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2011] UDF092y-07580550","53.2815833333333","-27.8486111111111","9"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","BoRG 2229-0945  394","337.190254166667","-9.74913333333333","9"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS UDS F160W J021707.35-051149.0","34.2806666666667","-5.19694444444445","9"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BOL2016] COS910-1","150.126416666667","2.38377777777778","9"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IKO2018] HFF2P-3172-6467","64.1321666666667","-24.1129944444444","9"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BBZ2014] MACSJ1720-JD1","260.0530519","35.6047895","9"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[AAC2023] NGD-z9d","53.26767","-27.86928","9"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[ADF2023] CEERS MSA    24","214.89725","52.8438527777778","8.998"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 30333","150.081654","2.22659","8.993"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE UDS  2341","34.3071289","-5.286345","8.9922"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[STB2016] GLASS MACS2129 01182","322.34453397","-7.688477035","8.99"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 3763","150.180759","2.222849","8.985"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 7271","150.20259","2.266821","8.985"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   728","338.254333333333","-60.5350555555556","8.98"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFR2003]   737","338.267208333333","-60.53625","8.98"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   746","338.278083333333","-60.5419722222222","8.98"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[FBF2023] CEERS1 4143","214.966717","52.968286","8.98"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 36913","150.064841","2.47614","8.978"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[HOO2023] GL-z9-6","3.51820833333333","-30.3443333333333","8.97"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MBP2022] 4542","3.4879853","-30.3254241","8.97"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003]   530","338.26575","-60.5473888888889","8.96"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   517","338.1859768","-60.5458405","8.96"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFR2003]   202","338.181541666667","-60.5634722222222","8.96"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   529","338.257625","-60.5450833333333","8.96"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 30022","150.124056","2.215426","8.96"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[DMD2023] COSMOS-892014","150.017625","2.79995555555556","8.96"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","REBELS-04","34.4269583333333","-4.98272222222222","8.95"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[FLB2024] CEERS-47105","214.9191","52.877077","8.95"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[FLB2024] CEERS-64887","215.059748","52.939334","8.95"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[FBF2023] CEERS2 2274","214.846173","52.894001","8.95"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[FLB2024] CEERS-30173","214.781164","52.817432","8.95"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LOQ2022] EGSY-66990","214.968693","52.9296537","8.95"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 37520","150.203844","2.504047","8.943"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]    63","338.183166666667","-60.5706388888889","8.94"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFR2003] 10021","338.264083333333","-60.5367222222222","8.94"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE COSMOS  8921","150.1846771","2.272856","8.9382"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BCM2019b] 1065","64.048058","-24.081429","8.93549"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[HOO2023] GL-z9-3","3.500375","-30.3185833333333","8.93"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 19595","150.162538","2.414752","8.93"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LFR2003]   113","338.17875","-60.5668788888889","8.92"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003] 10014","338.263291666667","-60.5436388888889","8.92"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 33919","150.199465","2.357564","8.92"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 34095","150.186901","2.36432","8.92"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 35917","150.167307","2.43093","8.92"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[FBF2023] CEERS1 1875","214.951936","52.971742","8.92"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[FLB2024] CEERS-48308","214.989485","52.919175","8.92"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[FLB2024] CEERS-65503","215.079067","52.949637","8.92"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[FLB2024] CEERS-78591","214.99419","52.876475","8.92"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE COSMOS 18172","150.0589752","2.3965964","8.9169"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 34627","150.162794","2.381358","8.912"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 38295","150.167324","2.53726","8.911"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 7401","150.063741","2.26858","8.91"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 31064","150.200222","2.254435","8.91"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   587","338.260166666667","-60.5319444444444","8.9"
